Protein;Protein ID;Entry Name;Gene;Protein Length;Organism;Protein Existence;Description;Protein Probability;Top Peptide Probability;Combined Total Peptides;Combined Spectral Count;Combined Total Spectral Count;WT_RT_1 Intensity;WT_RT_2 Intensity;WT_RT_3 Intensity;WT_Cold_1 Intensity;WT_Cold_2 Intensity;WT_Cold_2 Intensity;WT_RT_1 MaxLFQ Intensity;WT_RT_2 MaxLFQ Intensity;WT_RT_3 MaxLFQ Intensity;WT_Cold_1 MaxLFQ Intensity;WT_Cold_2 MaxLFQ Intensity;WT_Cold_3 MaxLFQ Intensity;Indistinguishable Proteins
tr|Q5XEV6|Q5XEV6_ARATH;Q5XEV6;Q5XEV6_ARATH;At4g24090;308;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g24090;0.9999;0.999;3;5;5;0;0;0;0;0;31800.033;0;0;0;0;0;0;
tr|Q5XF12|Q5XF12_ARATH;Q5XF12;Q5XF12_ARATH;AT1G65020;319;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g65020;1;0.999;24;309;309;1343350.9;1556738.1;2122414.8;369277.3;620931.4;1460645;303026.66;410016.16;584427.75;120968.414;180335.56;339476.78;
tr|Q66GJ0|Q66GJ0_ARATH;Q66GJ0;Q66GJ0_ARATH;ENF2;524;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g31410;1;0.999;53;1172;1172;6144785.5;8711740;1.13E+07;1668334;2729892;5508057.5;730590.7;905429.56;1494456.8;206873.64;322884.94;616004.56;
tr|Q67XD6|Q67XD6_ARATH;Q67XD6;Q67XD6_ARATH;AT2G32500;276;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g32500;1;0.999;10;55;55;146500.88;272057.9;629349.75;6558.8726;16926.629;103606.39;67703.31;112978.26;163372;0;0;45141.594;
tr|Q67YL8|Q67YL8_ARATH;Q67YL8;Q67YL8_ARATH;AT4G33740;472;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Myb-like protein X;0.9145;0.999;1;1;1;13152.605;20423;0;0;0;0;0;0;0;0;0;0;
tr|Q67YN2|Q67YN2_ARATH;Q67YN2;Q67YN2_ARATH;MJC20.4;549;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;GTPase activator protein of Rab-like small GTPases-like protein;1;0.999;10;81;81;242314.42;292147.56;805341.6;53754.273;92794.84;346913.38;55653.695;70211.49;153128.62;23010.615;32178.982;68390.54;
tr|Q682E0|Q682E0_ARATH;Q682E0;Q682E0_ARATH;AT2G35440;346;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Catalytic/ hydrolase;0.9997;0.999;2;3;3;0;0;70264;0;10009.554;15642.082;0;0;0;0;0;0;
tr|Q682J5|Q682J5_ARATH;Q682J5;Q682J5_ARATH;AT1G35340;316;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP-dependent protease La (LON) domain protein;1;0.999;3;3;3;7069.661;21386.463;158469.19;0;3573.3232;9620.502;0;0;0;0;0;0;
tr|Q682P6|Q682P6_ARATH;Q682P6;Q682P6_ARATH;AT1G25375;524;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Metallo-hydrolase/oxidoreductase superfamily protein;1;0.999;23;313;313;1316683.9;2051793.2;2843677.8;390620.66;736845;1378412.6;338511.9;421099.97;760708.1;98551.98;168924.78;318985.8;
tr|Q6DBE5|Q6DBE5_ARATH;Q6DBE5;Q6DBE5_ARATH;AT1G62120;437;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g62120;0.9997;0.999;1;105;105;2109446.5;2042795.6;180841.53;27751.63;205228.9;955138;1331208.4;1282297.9;61561.195;0;127404.19;602103.8;tr|Q8GY68|Q8GY68_ARATH
tr|Q6DBF6|Q6DBF6_ARATH;Q6DBF6;Q6DBF6_ARATH;At4g02725;165;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g02725;0.9997;0.999;2;15;15;45340.258;44102.77;63685.355;39113.465;60313.63;118696.44;36556.41;0;0;0;0;80952.37;
tr|Q6DBH2|Q6DBH2_ARATH;Q6DBH2;Q6DBH2_ARATH;AT4G09970;250;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g09970;1;0.999;4;18;18;22509.621;43603.418;115353.79;13357.921;13950.671;39594.117;0;28051.416;59416.473;0;0;25796.078;
tr|Q6DBH4|Q6DBH4_ARATH;Q6DBH4;Q6DBH4_ARATH;At2g23820;257;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;5'-deoxynucleotidase;1;0.999;5;10;10;93663.234;87592.14;163969.56;13509.574;0;0;50288.883;43223.367;80456.45;0;0;0;
tr|Q6DSU0|Q6DSU0_ARATH;Q6DSU0;Q6DSU0_ARATH;At1g23110;248;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Fold protein;1;0.999;5;58;58;268849.16;122559.08;42863.273;231792.06;157684.27;35322.977;157558.7;88996.62;30732.338;154724.02;108705.53;0;
tr|Q6DYB5|Q6DYB5_ARATH;Q6DYB5;Q6DYB5_ARATH;At4g00530;71;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;UvrABC system protein A;0.9995;0.999;2;19;19;104916.984;104269.14;83603.52;25096.438;35444.008;63310.363;83570.305;0;0;17766.273;25587.053;45380.977;
tr|Q6ID84|Q6ID84_ARATH;Q6ID84;Q6ID84_ARATH;AT2G46100;240;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g46100;1;0.999;14;196;196;1206521.2;1268596.9;1782837.4;135287.97;221222.92;484855.03;239872.03;294952.6;454463.78;38427.004;56180.348;110065.23;
tr|Q6IDB3|Q6IDB3_ARATH;Q6IDB3;Q6IDB3_ARATH;At3g09860;98;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Actin T1-like protein;1;0.999;11;169;169;637489.25;948022.1;2246740;220656.08;341844.7;777595.6;212642.88;308236.25;619817.25;97275.91;132608.7;273716.2;
tr|Q6NKY5|Q6NKY5_ARATH;Q6NKY5;Q6NKY5_ARATH;At1g55880;421;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g55880;1;0.999;3;8;8;17865.29;24389.924;26056.672;0;0;11609.617;0;0;0;0;0;0;
tr|Q6NL07|Q6NL07_ARATH;Q6NL07;Q6NL07_ARATH;AT1G13820;339;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;1;0.999;5;40;40;83071.51;186484.31;226502.73;28310.896;27308.566;101609.58;43033.04;61886.387;99873.02;17690.486;0;53180.188;
tr|Q6NL08|Q6NL08_ARATH;Q6NL08;Q6NL08_ARATH;At1g29530;236;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g29530;1;0.999;3;20;20;32878.734;28131.86;45409.094;30904.645;22506.059;31892.18;0;0;22889.65;22408.957;0;0;
tr|Q6NLB6|Q6NLB6_ARATH;Q6NLB6;Q6NLB6_ARATH;AT4G13220;176;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g13220;1;0.999;2;43;43;116301.234;154829.03;296312.34;49848.566;93258.59;208251.05;57296.773;77261.74;149076.31;25203.69;46709.49;103109.55;
tr|Q6NM17|Q6NM17_ARATH;Q6NM17;Q6NM17_ARATH;EMB2759;345;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g63050;1;0.999;13;168;168;524709.1;1032868.4;930648.9;240301.45;342260.2;805932.6;142086.22;229361.61;230318.02;64341.39;100045.49;183829.97;
tr|Q6NMA9|Q6NMA9_ARATH;Q6NMA9;Q6NMA9_ARATH;At5g45170;372;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g45170;1;0.999;11;84;84;355488.62;235753.02;808180;54200.074;50726.82;287325;74147.42;93336.195;157640.78;20808.258;33036.535;63652.082;
tr|Q6NMC1|Q6NMC1_ARATH;Q6NMC1;Q6NMC1_ARATH;At1g72640;312;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g72640;1;0.999;13;136;136;412569.25;639664.8;3323663.5;15208.574;111344.16;478040;97240.56;140107.67;651966.56;0;46173.277;117309.98;
tr|Q6NPL0|Q6NPL0_ARATH;Q6NPL0;Q6NPL0_ARATH;At4g09050;304;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g09040;1;0.999;12;118;118;308498.72;601950.5;4915195;76004.25;124594.63;337706.6;87878.28;112969.06;127467.39;32705.951;46926.535;81340.9;
tr|Q6NQG3|Q6NQG3_ARATH;Q6NQG3;Q6NQG3_ARATH;At1g16790;144;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g16790;1;0.999;27;589;589;4383914;5756522.5;1.01E+07;1499420.2;2363154;4581126.5;1157163.1;1448527.9;2516793.5;413890.28;685340.7;1225408;
tr|Q6NQK8|Q6NQK8_ARATH;Q6NQK8;Q6NQK8_ARATH;AT1G55140;237;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g55140;0.9141;0.999;1;2;2;0;0;0;0;0;6140.4756;0;0;0;0;0;0;
tr|Q6RF46|Q6RF46_ARATH;Q6RF46;Q6RF46_ARATH;At2g17705;127;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Methionine-S-oxide reductase;0.9998;0.999;2;6;6;30678.83;11801.688;0;12485.999;19001.188;35183.867;0;0;0;0;0;0;
tr|Q84JD6|Q84JD6_ARATH;Q84JD6;Q84JD6_ARATH;At4g27610;334;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Intracellular protein transporter;1;0.999;6;32;39;38237.746;90836.52;374973.3;0;7115.225;77140.16;29890.828;48503.945;71716.164;0;0;32333.412;
tr|Q84JK1|Q84JK1_ARATH;Q84JK1;Q84JK1_ARATH;At1g70200;538;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;RNA-binding (RRM/RBD/RNP motifs) family protein;0.9999;0.999;2;3;3;13691.899;0;25343.508;8023.029;8570.301;39647.883;0;0;0;0;0;0;
tr|Q84K46|Q84K46_ARATH;Q84K46;Q84K46_ARATH;At1g27330;68;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g27330;0.9144;0.999;1;4;4;6019.018;0;22271.082;0;9515.854;18072.748;0;0;0;0;0;0;
tr|Q84K72|Q84K72_ARATH;Q84K72;Q84K72_ARATH;AT1G06510;277;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Forkhead-associated domain protein;1;0.999;8;30;30;185088.73;218024.83;432237.16;27592.164;50030.758;103834.75;52804;63126.055;124643.83;11453.308;21139.557;37876.33;
tr|Q84TH8|Q84TH8_ARATH;Q84TH8;Q84TH8_ARATH;ANGULATA;614;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Deneddylase;1;0.999;24;335;335;1492641.6;1840588.4;2186172.5;502390.94;728803.5;1379968.5;303949.3;380108.25;503801.47;102928.414;159241.75;278912.78;
tr|Q84TI2|Q84TI2_ARATH;Q84TI2;Q84TI2_ARATH;AT2G37690;642;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;phosphoribosylaminoimidazole carboxylase;1;0.999;16;69;69;289451.38;391852.2;745674.5;54590.883;88044.664;317774.5;62477.336;69917.54;81545.52;20283.385;32054.88;59750.277;
tr|Q84VZ6|Q84VZ6_ARATH;Q84VZ6;Q84VZ6_ARATH;AT2G31140;205;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g31140;0.9998;0.999;2;18;18;17895.79;27648.715;49337.918;0;27048.168;28739.697;0;0;0;0;15826.403;0;
tr|Q84W12|Q84W12_ARATH;Q84W12;Q84W12_ARATH;DL4250W;106;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g16450;1;0.999;6;71;71;140537.92;380128.8;613135.25;0;40310.715;136355.12;107329.9;183350.7;1180716.2;0;34905.78;108243.45;
tr|Q8GRT9|Q8GRT9_ARATH;Q8GRT9;Q8GRT9_ARATH;At3g15690;263;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Putative acetyl-CoA carboxylase biotin-containing subunit;1;0.999;4;4;19;26529.873;25646.535;57318.645;0;10977.4;0;0;21448.934;36469.684;0;0;0;
tr|Q8GUK5|Q8GUK5_ARATH;Q8GUK5;Q8GUK5_ARATH;At3g05625;257;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At3g05625;1;0.999;5;11;11;15496.886;123181.984;216338.42;0;0;129238.48;0;67143.06;118970.64;0;0;59927.918;
tr|Q8GUN1|Q8GUN1_ARATH;Q8GUN1;Q8GUN1_ARATH;At4g31340;437;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT4G31340 protein;1;0.999;4;28;28;61785.332;42881.223;65629.33;61653.84;56606.617;98982.766;45503.84;31065.838;51180.67;37626.25;43291;63601.215;
tr|Q8GUN7|Q8GUN7_ARATH;Q8GUN7;Q8GUN7_ARATH;At1g36280;527;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Adenylosuccinate lyase;1;0.999;15;7;107;44619.52;0;33046.46;122500.36;120213.016;47160.695;0;0;0;0;0;0;
tr|Q8GW53|Q8GW53_ARATH;Q8GW53;Q8GW53_ARATH;At4g24340;338;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g24340;0.9777;0.9989;1;1;1;0;0;0;14182.053;0;0;0;0;0;0;0;0;
tr|Q8GW93|Q8GW93_ARATH;Q8GW93;Q8GW93_ARATH;At1g67660/F12A21_19;355;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Restriction endonuclease, type II-like superfamily protein;0.9997;0.999;2;4;4;10813.021;17417.643;13342.973;0;0;10767.9375;0;0;0;0;0;0;
tr|Q8GWC7|Q8GWC7_ARATH;Q8GWC7;Q8GWC7_ARATH;At1g72165/T9N14_2;102;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;MIC;0.9145;0.999;1;12;12;3944.947;7636.3096;17207.23;0;2799.7236;8743.574;0;0;0;0;0;0;
tr|Q8GWP4|Q8GWP4_ARATH;Q8GWP4;Q8GWP4_ARATH;At2g21530;209;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g21530;1;0.999;7;72;72;288987.84;91487.72;334318.03;131025.08;195493.19;201580.06;109999.59;52522.64;167184.03;60254.832;69754.086;77493.35;
tr|Q8GXK1|Q8GXK1_ARATH;Q8GXK1;Q8GXK1_ARATH;AT4G33625;200;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g33625;0.9995;0.999;2;4;4;0;0;21851.29;8932.002;0;0;0;0;0;0;0;0;
tr|Q8GYH1|Q8GYH1_ARATH;Q8GYH1;Q8GYH1_ARATH;At1g74240;364;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Mitochondrial substrate carrier family protein;1;0.999;9;34;34;44935.367;38244.4;217133.17;0;6812.7603;72631.49;19118.201;21450.207;83433.04;0;0;27385.975;
tr|Q8GYI4|Q8GYI4_ARATH;Q8GYI4;Q8GYI4_ARATH;At2g43180;479;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phosphoenolpyruvate carboxylase family protein;1;0.999;5;18;18;15740.352;43991.086;151257.52;0;0;37624.004;0;0;91573.62;0;0;0;
tr|Q8GYJ9|Q8GYJ9_ARATH;Q8GYJ9;Q8GYJ9_ARATH;HINT;187;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;HISTIDINE TRIAD NUCLEOTIDE-BINDING 2;1;0.999;3;18;18;82372.56;100437.86;143270.31;16927.57;18358.627;31553.348;65698.18;77614.39;95506.02;0;0;0;
tr|Q8GZ51|Q8GZ51_ARATH;Q8GZ51;Q8GZ51_ARATH;MQB2.4;243;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g62720;1;0.999;4;110;110;767397.7;848998.56;1594009.9;116075.56;212905.47;758820.75;359139.72;386629.2;624736.9;67447.52;127489.16;361542.28;
tr|Q8GZ75|Q8GZ75_ARATH;Q8GZ75;Q8GZ75_ARATH;At2g03780/F19B11.23;287;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g03780;0.83;0.9978;1;1;1;0;0;24228.32;0;0;0;0;0;0;0;0;0;
tr|Q8H0U3|Q8H0U3_ARATH;Q8H0U3;Q8H0U3_ARATH;AT1G23180;834;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ARM repeat superfamily protein;1;0.999;10;21;21;148246.5;119298.87;134261.47;0;13266.592;8211.809;38265.418;47771.84;77468.24;0;0;0;
tr|Q8H0X5|Q8H0X5_ARATH;Q8H0X5;Q8H0X5_ARATH;MTG13.11;168;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Low-density receptor-like protein;1;0.999;19;945;945;1.22E+07;1.14E+07;2.13E+07;7598862;9273594;1.39E+07;4151796;4485538.5;1.02E+07;2777966.8;3067931.2;4964257;
tr|Q8H126|Q8H126_ARATH;Q8H126;Q8H126_ARATH;AT5G13040;633;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Selenoprotein O;1;0.999;20;182;182;560850.7;807977.9;858148.44;185104.9;314252.06;678115.4;104351.39;153523.55;264596.88;47685.29;64991.668;126553.64;
tr|Q8H1S5|Q8H1S5_ARATH;Q8H1S5;Q8H1S5_ARATH;AT3G52610;475;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;GATA zinc finger protein;1;0.999;6;39;39;94408.91;11733.436;30018.342;37383.734;38677.023;60294.766;54717.324;0;0;22741.494;24668.459;38138.34;
tr|Q8L475|Q8L475_ARATH;Q8L475;Q8L475_ARATH;At1g74640;370;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;1;0.999;27;424;424;1311944.5;2704900.8;5808601.5;395461;770527.44;2200486.2;208460.14;360657.78;671465.75;72366.125;133575.11;294565.6;
tr|Q8L5Y8|Q8L5Y8_ARATH;Q8L5Y8;Q8L5Y8_ARATH;At5g65840;275;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Thioredoxin superfamily protein;1;0.999;8;56;56;386197.47;393150.8;368213.16;49116.56;115895.69;197404.58;112348.29;122695.266;151241.9;26692.908;36477.88;61020.188;
tr|Q8L604|Q8L604_ARATH;Q8L604;Q8L604_ARATH;AT1G65230;286;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Transmembrane protein, putative (DUF2358);1;0.999;5;12;12;0;0;193505.38;6431.4287;0;4478.0566;0;0;0;0;0;0;
tr|Q8L637|Q8L637_ARATH;Q8L637;Q8L637_ARATH;AT3G21140;387;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Pyridoxamine 5'-phosphate oxidase family protein;1;0.999;3;6;6;0;3727.6167;96393.94;0;0;12330.221;0;0;0;0;0;0;
tr|Q8L641|Q8L641_ARATH;Q8L641;Q8L641_ARATH;AT3G52170;499;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;DNA binding protein;1;0.999;3;7;7;20817.406;23009.623;5402.795;0;6550.419;8906.0625;0;0;0;0;0;0;
tr|Q8L7A5|Q8L7A5_ARATH;Q8L7A5;Q8L7A5_ARATH;At1g09920;192;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Expressed protein;0.9145;0.999;1;4;4;0;0;37305.645;0;0;30786.746;0;0;0;0;0;0;
tr|Q8L8N3|Q8L8N3_ARATH;Q8L8N3;Q8L8N3_ARATH;At2g17350;117;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g17350;1;0.999;6;50;50;173299.64;148274.6;177831.58;66016.83;97183.13;177363.81;87290.33;82302.57;103765.52;34513.188;49983.414;79724.68;
tr|Q8L9M8|Q8L9M8_ARATH;Q8L9M8;Q8L9M8_ARATH;At1g33810/F14M2_5;138;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Uncharacterized protein At1g33810;1;0.999;22;795;795;9993749;1.54E+07;2.00E+07;3325733.2;4947296;1.10E+07;3085424.2;4676440;6163371;1112784.1;1420059.9;3249053.8;
tr|Q8L9R6|Q8L9R6_ARATH;Q8L9R6;Q8L9R6_ARATH;AT1G68680;75;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g68680;1;0.999;3;36;36;43372.824;42974.527;192669.28;9493.694;17055.953;56643.953;31572.412;30735.365;107340.89;0;11379.224;26598.018;
tr|Q8L9X1|Q8L9X1_ARATH;Q8L9X1;Q8L9X1_ARATH;AT5G20060;252;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;0.9144;0.999;1;3;3;0;0;24850.49;0;92900.97;5447.109;0;0;0;0;0;0;
tr|Q8LA01|Q8LA01_ARATH;Q8LA01;Q8LA01_ARATH;At3g22210;69;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At3g22210;0.9144;0.999;1;3;3;11760.006;0;17779.564;0;0;0;0;0;0;0;0;0;
tr|Q8LA96|Q8LA96_ARATH;Q8LA96;Q8LA96_ARATH;DL4895C;313;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Putative RRM-containing protein;1;0.999;8;67;67;144996.23;104615.516;214963.08;72039.96;79374.734;111526.25;83489.54;62350.434;218649.38;42156.785;47776.86;58932.715;
tr|Q8LAD4|Q8LAD4_ARATH;Q8LAD4;Q8LAD4_ARATH;At5g57345;188;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g57345;0.8646;0.9983;1;9;9;24230.305;18599.3;17386.547;20397.818;25174.172;37895.45;0;0;0;0;0;0;
tr|Q8LCW1|Q8LCW1_ARATH;Q8LCW1;Q8LCW1_ARATH;AT4G33490;425;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Eukaryotic aspartyl protease family protein;0.9145;0.999;1;1;1;0;0;13574.053;0;0;0;0;0;0;0;0;0;
tr|Q8LDI1|Q8LDI1_ARATH;Q8LDI1;Q8LDI1_ARATH;At3g19900;222;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT3G19900 protein;1;0.999;3;6;6;0;30655.742;54919.64;0;0;0;0;14883.047;46504.688;0;0;0;
tr|Q8LDQ8|Q8LDQ8_ARATH;Q8LDQ8;Q8LDQ8_ARATH;At5g24165;75;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g24165;0.9998;0.999;2;11;11;34135.188;0;54557.684;33817.086;19223.197;0;0;0;40405.707;22002.818;0;0;
tr|Q8LDU1|Q8LDU1_ARATH;Q8LDU1;Q8LDU1_ARATH;At3g03890;321;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT3G03890 protein;0.9999;0.999;2;4;4;14904.545;36013.61;37879.703;0;0;16965.021;0;0;0;0;0;0;
tr|Q8LEU9|Q8LEU9_ARATH;Q8LEU9;Q8LEU9_ARATH;AT5G14105;76;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g14105;1;0.999;6;99;99;348749.12;518419.22;947145.9;146987.83;235755.06;439956.75;172827.52;290760.8;665010.2;73731.25;115821.1;221556.62;
tr|Q8LEV0|Q8LEV0_ARATH;Q8LEV0;Q8LEV0_ARATH;At5g02590;326;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Tetratricopeptide repeat (TPR)-like superfamily protein;1;0.999;18;216;216;1023593.2;899193.9;2645833.5;360125.9;538052.7;1119382.4;215725.95;201471.22;501423.16;83207.66;117256.41;251218.77;
tr|Q8LFL5|Q8LFL5_ARATH;Q8LFL5;Q8LFL5_ARATH;AT1G49975;129;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g49975;1;0.999;4;21;21;29337.77;0;22607.809;50301.035;60570.625;140753.17;15046.839;0;21286.998;22288.82;29248.225;45482.324;
tr|Q8LG60|Q8LG60_ARATH;Q8LG60;Q8LG60_ARATH;At5g27760;96;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Hypoxia-responsive family protein;1;0.999;2;25;25;30720.098;57905.88;111394.02;56583.21;111795.875;182103.95;17690.059;33601.633;43546.555;32248.41;64428.883;79206.445;
tr|Q8RU07|Q8RU07_ARATH;Q8RU07;Q8RU07_ARATH;EMB3147;393;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;[acyl-carrier-protein] S-malonyltransferase;1;0.999;9;71;71;2206213.5;1501545;626530.4;765117.44;1225366.8;2303019;1786218.9;1807027.6;2066037.8;561492.25;922972.4;1329922.1;
tr|Q8RUI8|Q8RUI8_ARATH;Q8RUI8;Q8RUI8_ARATH;MKD15.6;399;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;C5orf35;1;0.999;5;13;13;41885.547;46956.383;79122.47;22675.014;14576.055;60354.42;29819.68;32899.195;38684.387;15625.729;0;33040.516;
tr|Q8RWE1|Q8RWE1_ARATH;Q8RWE1;Q8RWE1_ARATH;AT4G33540;355;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Metallo-beta-lactamase family protein;0.8018;0.9974;1;1;1;0;0;4892.397;0;0;0;0;0;0;0;0;0;
tr|Q8RWF2|Q8RWF2_ARATH;Q8RWF2;Q8RWF2_ARATH;DL4805W;294;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Dynamin;1;0.999;19;297;297;908290.8;1319477;1527115.6;480810.66;631392.6;1287496.4;279197.6;318137.78;640291.56;132758.7;166798.78;321415.72;
tr|Q8RWI0|Q8RWI0_ARATH;Q8RWI0;Q8RWI0_ARATH;At1g54520;391;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Myelin-associated oligodendrocyte basic protein;1;0.999;13;153;153;583010.8;819809.9;1412433.9;168394.4;295274.66;501959.28;125532.38;193116.66;284874.16;43643.023;72913.06;123975.25;
tr|Q8RWR9|Q8RWR9_ARATH;Q8RWR9;Q8RWR9_ARATH;MJC20.18;164;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Uncharacterized protein At5g42070;1;0.999;7;161;161;570446.56;564318.56;1104373.9;172328.3;291916.56;364158.66;149570.11;159926.2;273167.34;67536.42;90268.6;104430.89;
tr|Q8RWT5|Q8RWT5_ARATH;Q8RWT5;Q8RWT5_ARATH;AT2G35040;596;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AICARFT/IMPCHase bienzyme family protein;1;0.999;10;40;40;100988.77;52133.766;235886.27;20481.5;50146.08;114278.09;26091.861;19115.38;38182.344;13418.925;15978.946;27144.334;
tr|Q8RWX4|Q8RWX4_ARATH;Q8RWX4;Q8RWX4_ARATH;AT4G32250;611;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT4g32250/F10M6_110;1;0.999;49;926;926;6169512.5;6360483;1.31E+07;2174770.8;3156120.5;6591302.5;681966.4;666528.25;1620198.8;260936.1;367563.75;690020.94;
tr|Q8RX69|Q8RX69_ARATH;Q8RX69;Q8RX69_ARATH;At1g15060;578;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta hydrolase family protein;1;0.999;9;12;12;56719.324;56884.086;223976.28;0;0;0;23270.06;25203.053;95829.23;0;0;0;
tr|Q8RXG5|Q8RXG5_ARATH;Q8RXG5;Q8RXG5_ARATH;AT4G02920;419;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Uncharacterized protein At4g02920;1;0.999;6;42;42;127396.75;191119.66;226631.23;13060.623;25361.564;82750.12;38055.637;49804.574;85097.586;9060.787;18228.166;20515.393;
tr|Q8RXN7|Q8RXN7_ARATH;Q8RXN7;Q8RXN7_ARATH;AT2G39420;317;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;1;0.999;9;74;74;201721.16;43549.195;342122.97;23583.27;41009.805;72933.71;50828.516;27300.62;72387.41;12177.512;15232.35;27375.738;
